id,content,sentiment
2540,"deflated ending aside , there's much to recommend the film . ",1
2541,"it's a treat – a delightful , witty , improbable romantic comedy with a zippy jazzy score… grant and bullock make it look as though they are having so much fun . ",1
2542,"everything about the quiet american is good , except its timing . ",1
2543,a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over . ,1
2544,at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge . ,1
2545,may seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman . ,1
2546,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . ",1
2547,"they're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood . ",1
2548,brings awareness to an issue often overlooked -- women's depression . ,1
2549,it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . ,1
2550,"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame . ",1
2551,"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good . ' and it is . ",1
2552,"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew . ",1
2553,undoubtedly the scariest movie ever made about tattoos . ,1
2554,"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season . ",1
2555,"though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament . ",1
2556,"although frailty fits into a classic genre , in its script and execution it is a remarkably original work . ",1
2557,"if this movie leaves you cool , it also leaves you intriguingly contemplative . ",1
2558,"the climactic events are so well realized that you may forget all about the original conflict , just like the movie does",1
2559,a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television . ,1
2560,"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad . ",1
2561,"if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride . ",1
2562,"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . ",1
2563,"brilliantly written and well-acted , yellow asphalt is an uncompromising film . ",1
2564,"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . . ",1
2565,a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays . ,1
2566,"throughout , mr . audiard's direction is fluid and quick . ",1
2567,a dashing and absorbing outing with one of france's most inventive directors . ,1
2568,"it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance . ",1
2569," . . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags . ",1
2570,the trials of henry kissinger is a remarkable piece of filmmaking … because you get it . ,1
2571,nachtwey clears the cynicism right out of you . he makes you realize that deep inside righteousness can be found a tough beauty . ,1
2572,what it lacks in substance it makes up for in heart . ,1
2573,robert harmon's less-is-more approach delivers real bump-in -the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows . ,1
2574,genuinely unnerving . ,1
2575,a compelling film . ,1
2576,"with its hint of an awkward hitchcockian theme in tact , harmon's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",1
2577,"in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer . ",1
2578,"will you go ape over this movie ? well , it probably won't have you swinging from the trees hooting it's praises , but it's definitely worth taking a look . ",1
2579,its director's most substantial feature for some time . ,1
2580,"fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal . ",1
2581,"the son of the bride's humour is born out of an engaging storyline , which also isn't embarrassed to make you reach for the tissues . this movie is to be cherished . ",1
