content	emotion1	emotion2	sentiment
很多人问我为什么不关注两会？ 其实原因只有一个，大家看看那些代表都是些什么人就知道了，两会在某种程度上就是官员、戏子和土财主们的娱乐聚会。 他们到底代表了谁？ 对这些人的水平、素质，以及最重要的良心，不敢恭维，也根本不屑所谓的提案！ 没有最普通百姓为主体的两会，最多、永远只是一场闹剧而已 	disgust	anger	-1
孤岛惊魂…… 史上第一烂片啊[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂] 	disgust	none	-1
[100112 金起范Twitter翻译]把儿子今天发的推都翻了。 太想知道他什么情况TVT 完了基本可以肯定这个是他 仍然是对演技有着强烈执着的金起范啊TT~ 还又臭P又可爱- -|||||| 谢谢小芊芊帮我翻译跟校对~ 但是也不能总是麻烦乃们~ 求来个范家的翻译妞每天一起搞他的版聊!!! 	like	happiness	1
很多往事，如石头沉入心底，却在某个时刻，无可控制地漂浮起来，占据你全部的思绪。 不是所有的故事都可以陈述，不是所有的情感都可以倾诉。 于是，我们学会了和自己对话，学会了审视和拷问自己的灵魂。 很多时候，我们都是一个人走的，不是身旁没有人，而是他们都游走在心门之外，孤独才是心灵的常态。 	none	none	0
沈阳，明天的气温2度到17度，冷？ 感觉今天就冷，明天更冷。 我省各地的最低温度都低，温差大，还是多穿吧。 不过呢，明天没有雨啦！ 	happiness	none	1
是，我是有机会就想到外面去接触大自然，可惜近来特别忙，只得过一段时间再做打算。 //@富荣茶苑:每年这季节，总想找个时间外出踏青，好在今年又实现了！ 	sadness	none	-1
世界上最辛苦的工作就是偶像明星爱豆，他们不自由，要顾及饭们的感受，要受经济公司的控制，没有私生活，没有自己的秘密，要为了饭们的喜欢作出很多自己不愿意的事，要受外界舆论的攻击，所以不管你饭不饭爱豆，都不要出言伤害他们，他们不容易，他们的苦和累没人知道，尊重他们！ 谢谢 	none	none	0
旁边坐了2个正在吧唧吧唧大声嚼鸭掌的人的感觉真是不爽到极点啊。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。[生病] [鸭梨] 	disgust	none	-1
什么事情都从个人利益的角度来判断，这就是大众，大众只看到自己；而精英则能够超越自己一己之利益得失。 很喜欢张维迎的这句话。 	like	none	1
@严艺丹 注意我的表情变化：[闭眼][坏笑][眨眼][微笑][傻笑][开心][大笑][哈哈][哈哈][哈哈][偷笑][偷笑][偷笑]还有郑重其事地谢谢丹姐给我写的歌「追梦的孩子」！ 爱你！ 爱你！ 爱你！ //@严艺丹:哈哈~ 估计你今晚得帅得失眠吧~ [偷笑] 真心觉得你「英俊」得不得了?? [爱你][心] 	happiness	like	1
杨奎松，著名学者，中国现当代研究专家。 近期作品：《中华人民共和国建国史研究》（2009）、《国民党的联共与反共》（2008）、《开卷有疑——中国现代史读书札记》。 	none	none	0
也许高洪波觉得，打东道主胜算已然不大，索性试验阵容，没准还会有奇兵之效，然后把宝压最后一场。 我还是相信高指导的，从中国队的长远建设来说，输一场，没什么。 高洪波敢于在这样的比赛里赌上自己的前途，也不容易。 最后一场，拼吧！ 	like	none	1
智慧：海蒂拉玛，世界首位全裸出镜女明星，在影片中赤身跑过丛林，引得无数男人神魂颠倒。 海蒂试图告诉男人们，她最重要的不是容貌，而是智慧，但直到她死后的第三年，2003年，世人才意识到她还是位女发明家，注意到她对这世界的改变——3G移动通信的技术基础，就是她在60年前申请专利的扩频通讯技术。 	none	none	0
我诅咒这个药家鑫，我更诅咒在药家鑫案子中迟迟不肯宣判的法官们，如此简单的案子搞这么复杂。 希望你们女的裙子被钉子挂住，男的套套都有孔，枕头下面藏老鼠，马桶座上藏大便，衣橱里藏人，爱人背地偷人，做饭盐放两遍，拖鞋下面有图钉，筷子上面有倒刺，私车山地里抛锚，电话满格时爆炸。 	anger	disgust	-1
今天几乎所有身体机能正常，除了支气管那一个点的不舒服就全好了。 今天晚上到北师大听老先生的相声讲座，好好学习，天天向上~[甩甩手] 	none	none	0
你说你下周一，二休息，我心底便无法自抑的泛滥，情人节你会不会来看我？ 没有花也可以，你若过来已是浪漫。 	none	none	0
私奔这个话题看的好纠结，几天了，真墨迹啊，想奔就奔，不奔就回家过日子吧，解释来解释去，到底奔还是不奔啊，啥意思么，看的人都快被纠结成泪奔了。[浮云] 	disgust	none	-1
有外媒报道，重庆的政府融资平台，负债已经超万亿。 如果是真，太恐怖鸟。 羊毛出在羊身上，重庆人民未来惨了。 	fear	none	-1
回到家了... 原本打算泡澡，不过看到家里有点脏，于是还是打算先打扫卫生再说。 [汗]没办法，谁让我有点杰癖呢....... 看着家里顿时干净，心情舒畅多了..... 点个香薰蜡烛吧... 那感觉呀......... 甭提多棒了... 	happiness	none	1
上午一场，下午一场，中午休息？ 别再着了，大家都注意点儿，烟熏火燎的多不好啊！ //@娃娃的爸爸2000: 今天的第二场火啦！ //@大连早晨:新船巷17号楼最顶层着火 	disgust	none	-1
李冉冉教授做了点评。 第一部作品有跳跃思维，演员表演都符合人物，第二部很安静很符合歌曲的内容，第三部作品最好，表现了人物之间的关系，表现了人们善良的心理。 在短时间里能表达出自己对生活的理解，通过动作表现出人物的心态。 	none	none	0
古人有言：人之相惜，惜于品； 人之相敬，敬于德； 人之相交，交于情； 人之相随，随于义； 人之相信，信于诚； 人之相处，处于心。 把今天的祝福送给大家！ 	like	none	1
月初上网流量永远用不完的日子真幸福啊真幸福，前两天可给憋坏了，现在严重依赖手机上网，是不是该再开个套餐什么的，增加点，以免月底提前用完。 话说必须起床去弄个暖水袋了，期盼再次睡过去。 	happiness	none	1
受不了.. 工商银行官网的个人银行登陆和柜台输入的密码是不同的么？ 怎么显示就是不对呢.. 要死了.. 我的工资啊...??_?? 	anger	disgust	-1
你妈的死骑车,红绿灯都看不懂吗,撞了也不来看一下,我草你祖宗的,眼睛瞎掉了!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 	anger	none	-1
东南网海峡都市报2月10日讯（本网记者 朱丽萍 李熙慧 包华）今年春节黄金周，福州三坊七巷接待游客接近100万。 不过，这些免费大餐将在3月5日起收费，部分景点开始统一售票。 据悉，票价暂定为120元/人次（两天内有效），全部景点修缮完成后，票价将调整为160元/人次（两天内有效） 	none	none	0
我诅咒你从此以后的所有幸福幸运都将因你说过的谎言而打对折，并且与你所想要的愿望都会背道而驰！ 永远永远都不会走运！ 诅咒你谎言成真，这是你该为你的欺骗付出的代价。 顺便告诉你:解除这个诅咒的方法只有一个，请你带着诚意来向我致谦坦白你的无耻和虚伪！ 	anger	disgust	-1
销售世界上第一号的产品——不是汽车，而是自己在你成功地把自己推销给别人之前，你必须百分之百的把自己推销给自己 	none	none	0
全场比赛结束，青岛中能队客场凭借队长刘健的进球和对方前锋克劳迪内的乌龙大礼，客场2:0战胜了长春亚泰队。 本场比赛结束后，球队积分达到了41分，也打破了两个记录。 第一是达到了青岛足球在中国顶级职业联赛中的积分新高，第二是打破了球队在长春不胜的尴尬纪录。 	none	none	0
boss2的第三和第四集都只出現小木元的名字... 我k..我要我的小木元出場！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ 	anger	none	-1
去银行办事，一非常细小的插曲挺打动人。 一位老先生来排队问询，找寻昨天填写账单时丢失的半支自来水笔，他手上只剩了另半截笔套。 意外的是当值的大堂经理非常高兴地说，哇哦！ 等您半天了，昨天我的前任当班经理把它交给了我，您看，它们现在又在一起了！ 而后互道致谢。 温暖。 汇丰如此服务，自叹弗如。 	like	surprise	1
去了这么多次香港还是第一次看到TVB明星拍戏啊，今天在深水埗见到胡杏儿和郑嘉颖啦，郑嘉颖很NICE，哈哈，和他合影一张 	happiness	like	1
从现在起为了自己骄傲的活着 好好爱自己 永远不要为难自己 过于苛求都是傻瓜干的事 亲爱的自己 你有一万个理由要求自己对别人好 却没有一个理由要求别人对你好 亲爱的自己 这个世界 只有回不去的没有过不去的 亲爱的自己 你快乐开朗豁达厚道必须做到 这样肯定会幸福长寿 	none	none	0
结婚和放弃爱情是两回事情，一个是去害一个无辜的女孩子，一个只是放弃追求真实感受的机会； 一个是与他人纠缠的孽，一个只是自己酿下属于自己的酒…… 爱的长久远比爱一辈子来的真实，只希望把此刻拥有的美好来的更长一些 	none	none	0
说真的这个九月我发生好多事情让我好大压力好不快乐好难过. 我知道很少人会真的明白我发生了些什么事. 但总告一段落 忘记该忘记的 铭记该铭记 做人也该放宽容点 我要让自己更强大起来！ [奥特曼][奥特曼][奥特曼]我希望接下来的10月能美好一点吧 	sadness	like	3
好看得要昏过去了…… 《宫缩新宇》之类的统统都拖出午门乃一拉组特啊！！！ （对的，宫缩新宇…… 我存心的……） 	like	disgust	3
个人反对对老卡的暴力！ 困惑：1、反抗独裁，如果不用暴力，能推翻独裁吗？ 如果支持暴力，逻辑上不就会形成暴力循环？ 2、反对死刑，是反对国家剥夺公民的生命，是否适用独裁分子？ 如果适用，应审判卡扎菲，杀死卡扎菲的应该被重判。 对于独裁者杀死那么多人，仍不用死，接受、不接受的各有多少？ 	disgust	none	-1
2011年十部重量级华语片你最期待哪一部？ 《新少林寺》、《雪花和秘扇》、《王的盛宴》、《龙门飞甲》、《一代宗师》、《武侠》、《关云长》、《金陵十三钗》、《辛亥革命》、《建党大业》 	none	none	0
盯着手机凝视了3秒，我做了一个非常重大而艰难的决定，不带他去学校了。。。 哈哈哈哈. 不带手机的冬儿宝上路老^_^大家下午微博快乐^_^ 	happiness	none	1
这智商，加个绝对值符号一定能过一百三！ //@Yu_Terry:典型的官僚。 只惟上不惟实。 考虑的只是自己的乌纱帽而已。 不过可惜，还是智商低了点。 //@iNelson:转发微博 	disgust	none	-1
我的心脏在各种物质的撞击下终于破碎了，本来心动过速的心脏变得过缓了，越来越慢，越来越慢…… 最终会停止跳动。 这也是自然规律，孙子都要出来了，我们正走向远方！ 	none	none	0
5月22号的舞动奇迹，陈翔的演出很埲，我看了很高兴，孙子進步很快，继续加油。 同吋也感谢香橙们的大力支持。 	happiness	like	1
美津姐说地：一切以不用皂为目的，却买皂皂的行为都是耍流氓……… 哪款用完有何感受一定告诉我… 不舒服也要说！ 恩… 就酱谢啦 	none	none	0
如果你有吃穿住，你已比世上75%的人富有。 如果你有存款，钱包有现金，还有小零钱，你已是世上最富有的8%了。 如果你早上起床，没病没灾，你已经比活不过这周的100万人幸福多了。 如果你从没经历战乱、牢狱、酷刑、饥荒，你比正身处其中的5亿人幸福多了。 少一些抱怨了， 就多些幸福！！！ 	none	none	0
